NEW_DATE,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR,BC_30YEARDISPLAY
2018-01-24T00:00:00,1.25,NaN,1.43,1.63,1.79,2.08,2.2,2.43,2.57,2.65,2.8,2.93,2.93
2018-01-25T00:00:00,1.23,NaN,1.42,1.64,1.8,2.08,2.2,2.41,2.55,2.63,2.76,2.89,2.89
2018-01-26T00:00:00,1.24,NaN,1.41,1.64,1.8,2.13,2.24,2.47,2.6,2.66,2.79,2.91,2.91
2018-01-29T00:00:00,1.28,NaN,1.44,1.66,1.8,2.11,2.26,2.49,2.63,2.7,2.82,2.94,2.94
2018-01-30T00:00:00,1.49,NaN,1.44,1.66,1.88,2.13,2.27,2.51,2.65,2.73,2.86,2.98,2.98
2018-01-31T00:00:00,1.43,NaN,1.46,1.66,1.9,2.14,2.29,2.52,2.66,2.72,2.83,2.95,2.95
2018-02-01T00:00:00,1.41,NaN,1.48,1.64,1.89,2.16,2.33,2.56,2.72,2.78,2.9,3.01,3.01
2018-02-02T00:00:00,1.4,NaN,1.48,1.65,1.88,2.15,2.33,2.58,2.76,2.84,2.97,3.08,3.08
2018-02-05T00:00:00,1.4,NaN,1.51,1.67,1.85,2.08,2.25,2.5,2.68,2.77,2.92,3.04,3.04
2018-02-06T00:00:00,1.48,NaN,1.52,1.69,1.87,2.1,2.3,2.52,2.7,2.79,2.94,3.06,3.06
2018-02-07T00:00:00,1.36,NaN,1.55,1.73,1.91,2.15,2.33,2.57,2.75,2.84,3.01,3.12,3.12
2018-02-08T00:00:00,1.32,NaN,1.55,1.73,1.91,2.13,2.32,2.57,2.76,2.85,3.03,3.14,3.14
2018-02-09T00:00:00,1.31,NaN,1.55,1.73,1.89,2.05,2.26,2.52,2.72,2.83,3.02,3.14,3.14
2018-02-12T00:00:00,1.35,NaN,1.62,1.82,1.93,2.09,2.3,2.56,2.77,2.86,3.02,3.14,3.14
2018-02-13T00:00:00,1.34,NaN,1.59,1.8,1.95,2.1,2.3,2.54,2.74,2.83,2.99,3.11,3.11
2018-02-14T00:00:00,1.32,NaN,1.58,1.81,1.98,2.17,2.4,2.65,2.84,2.91,3.07,3.18,3.18
2018-02-15T00:00:00,1.3,NaN,1.58,1.82,1.99,2.19,2.4,2.65,2.83,2.9,3.04,3.15,3.15
2018-02-16T00:00:00,1.35,NaN,1.62,1.83,2,2.21,2.38,2.63,2.81,2.87,3.02,3.13,3.13
2018-02-20T00:00:00,1.39,NaN,1.66,1.87,2.01,2.25,2.4,2.65,2.81,2.88,3.04,3.15,3.15
2018-02-21T00:00:00,1.4,NaN,1.64,1.85,2.03,2.26,2.44,2.69,2.86,2.94,3.11,3.22,3.22
2018-02-22T00:00:00,1.34,NaN,1.63,1.84,2.02,2.25,2.42,2.66,2.84,2.92,3.09,3.21,3.21
2018-02-23T00:00:00,1.38,NaN,1.64,1.85,2.02,2.25,2.39,2.62,2.79,2.88,3.04,3.16,3.16
2018-02-26T00:00:00,1.39,NaN,1.66,1.87,2.03,2.22,2.37,2.6,2.77,2.86,3.03,3.15,3.15
2018-02-27T00:00:00,1.49,NaN,1.66,1.87,2.08,2.27,2.43,2.67,2.83,2.9,3.06,3.17,3.17
2018-02-28T00:00:00,1.5,NaN,1.65,1.86,2.07,2.25,2.42,2.65,2.8,2.87,3.02,3.13,3.13
2018-03-01T00:00:00,1.5,NaN,1.63,1.85,2.05,2.22,2.36,2.58,2.74,2.81,2.97,3.09,3.09
2018-03-02T00:00:00,1.5,NaN,1.65,1.86,2.06,2.25,2.4,2.63,2.79,2.86,3.02,3.14,3.14
2018-03-05T00:00:00,1.53,NaN,1.7,1.86,2.06,2.24,2.41,2.65,2.81,2.88,3.04,3.16,3.16
2018-03-06T00:00:00,1.56,NaN,1.68,1.87,2.06,2.25,2.42,2.65,2.81,2.88,3.03,3.14,3.14
2018-03-07T00:00:00,1.57,NaN,1.68,1.87,2.05,2.25,2.42,2.65,2.81,2.89,3.04,3.15,3.15
2018-03-08T00:00:00,1.57,NaN,1.67,1.89,2.05,2.25,2.42,2.63,2.79,2.86,3.01,3.13,3.13
2018-03-09T00:00:00,1.57,NaN,1.67,1.89,2.03,2.27,2.45,2.65,2.82,2.9,3.04,3.16,3.16
2018-03-12T00:00:00,1.6,NaN,1.71,1.89,2.05,2.27,2.43,2.64,2.79,2.87,3,3.13,3.13
2018-03-13T00:00:00,1.64,NaN,1.73,1.9,2.03,2.26,2.41,2.62,2.77,2.84,2.98,3.1,3.1
2018-03-14T00:00:00,1.71,NaN,1.76,1.94,2.05,2.26,2.41,2.61,2.75,2.81,2.94,3.05,3.05
2018-03-15T00:00:00,1.7,NaN,1.77,1.95,2.07,2.29,2.42,2.62,2.76,2.82,2.94,3.05,3.05
2018-03-16T00:00:00,1.71,NaN,1.78,1.96,2.08,2.31,2.44,2.65,2.78,2.85,2.96,3.08,3.08
2018-03-19T00:00:00,1.7,NaN,1.8,1.99,2.08,2.31,2.45,2.65,2.78,2.85,2.97,3.09,3.09
2018-03-20T00:00:00,1.76,NaN,1.81,1.97,2.08,2.34,2.49,2.69,2.82,2.89,3.01,3.12,3.12
2018-03-21T00:00:00,1.71,NaN,1.74,1.95,2.06,2.31,2.46,2.69,2.82,2.89,3.01,3.12,3.12
2018-03-22T00:00:00,1.67,NaN,1.72,1.95,2.05,2.29,2.43,2.63,2.76,2.83,2.94,3.06,3.06
2018-03-23T00:00:00,1.69,NaN,1.74,1.92,2.04,2.28,2.41,2.61,2.74,2.82,2.94,3.06,3.06
2018-03-26T00:00:00,1.71,NaN,1.79,1.94,2.06,2.33,2.44,2.64,2.78,2.85,2.96,3.08,3.08
2018-03-27T00:00:00,1.69,NaN,1.77,1.93,2.1,2.26,2.39,2.58,2.7,2.78,2.9,3.03,3.03
2018-03-28T00:00:00,1.65,NaN,1.73,1.95,2.12,2.28,2.41,2.59,2.72,2.77,2.89,3.01,3.01
2018-03-29T00:00:00,1.63,NaN,1.73,1.93,2.09,2.27,2.39,2.56,2.68,2.74,2.85,2.97,2.97
2018-04-02T00:00:00,1.68,NaN,1.77,1.92,2.08,2.25,2.37,2.55,2.67,2.73,2.85,2.97,2.97
2018-04-03T00:00:00,1.7,NaN,1.75,1.92,2.09,2.28,2.41,2.6,2.73,2.79,2.9,3.02,3.02
2018-04-04T00:00:00,1.67,NaN,1.71,1.9,2.07,2.28,2.42,2.61,2.73,2.79,2.91,3.03,3.03
2018-04-05T00:00:00,1.67,NaN,1.72,1.93,2.07,2.3,2.45,2.64,2.76,2.83,2.95,3.07,3.07
2018-04-06T00:00:00,1.68,NaN,1.73,1.91,2.06,2.27,2.4,2.58,2.7,2.77,2.89,3.01,3.01
2018-04-09T00:00:00,1.67,NaN,1.76,1.93,2.08,2.29,2.43,2.6,2.72,2.78,2.89,3.02,3.02
2018-04-10T00:00:00,1.63,NaN,1.74,1.93,2.09,2.32,2.45,2.62,2.74,2.8,2.89,3.02,3.02
2018-04-11T00:00:00,1.64,NaN,1.73,1.95,2.09,2.32,2.45,2.62,2.72,2.79,2.87,2.99,2.99
2018-04-12T00:00:00,1.65,NaN,1.75,1.95,2.11,2.34,2.49,2.67,2.78,2.83,2.92,3.05,3.05
2018-04-13T00:00:00,1.64,NaN,1.76,1.97,2.12,2.37,2.51,2.67,2.77,2.82,2.91,3.03,3.03
2018-04-16T00:00:00,1.64,NaN,1.79,1.98,2.12,2.39,2.52,2.69,2.78,2.83,2.91,3.03,3.03
2018-04-17T00:00:00,1.68,NaN,1.8,2.02,2.16,2.41,2.52,2.68,2.77,2.82,2.89,3,3
2018-04-18T00:00:00,1.67,NaN,1.81,2.01,2.17,2.42,2.57,2.73,2.83,2.87,2.95,3.06,3.06
2018-04-19T00:00:00,1.67,NaN,1.82,2.01,2.21,2.44,2.58,2.77,2.87,2.92,3.01,3.11,3.11
2018-04-20T00:00:00,1.65,NaN,1.81,2.01,2.22,2.46,2.62,2.8,2.91,2.96,3.04,3.14,3.14
2018-04-23T00:00:00,1.69,NaN,1.87,2.04,2.25,2.49,2.64,2.83,2.94,2.98,3.05,3.15,3.15
2018-04-24T00:00:00,1.7,NaN,1.87,2.05,2.25,2.48,2.63,2.83,2.95,3,3.08,3.18,3.18
2018-04-25T00:00:00,1.65,NaN,1.85,2.03,2.26,2.49,2.64,2.84,2.97,3.03,3.12,3.21,3.21
2018-04-26T00:00:00,1.62,NaN,1.82,2.02,2.25,2.49,2.63,2.82,2.95,3,3.08,3.18,3.18
2018-04-27T00:00:00,1.62,NaN,1.82,2.02,2.24,2.49,2.62,2.8,2.92,2.96,3.03,3.13,3.13
2018-04-30T00:00:00,1.65,NaN,1.87,2.04,2.24,2.49,2.62,2.79,2.91,2.95,3.01,3.11,3.11
2018-05-01T00:00:00,1.68,NaN,1.85,2.05,2.26,2.5,2.66,2.82,2.93,2.97,3.03,3.13,3.13
2018-05-02T00:00:00,1.69,NaN,1.84,2.03,2.24,2.49,2.64,2.8,2.92,2.97,3.04,3.14,3.14
2018-05-03T00:00:00,1.68,NaN,1.84,2.02,2.24,2.49,2.62,2.78,2.9,2.94,3.02,3.12,3.12
2018-05-04T00:00:00,1.67,NaN,1.84,2.03,2.24,2.51,2.63,2.78,2.9,2.95,3.02,3.12,3.12
2018-05-07T00:00:00,1.69,NaN,1.86,2.05,2.25,2.49,2.64,2.78,2.9,2.95,3.02,3.12,3.12
2018-05-08T00:00:00,1.69,NaN,1.87,2.05,2.26,2.51,2.66,2.81,2.93,2.97,3.04,3.13,3.13
2018-05-09T00:00:00,1.68,NaN,1.88,2.05,2.27,2.54,2.68,2.84,2.96,3,3.07,3.16,3.16
2018-05-10T00:00:00,1.69,NaN,1.9,2.05,2.27,2.54,2.69,2.83,2.94,2.97,3.04,3.12,3.12
2018-05-11T00:00:00,1.68,NaN,1.92,2.06,2.28,2.54,2.69,2.84,2.94,2.97,3.03,3.1,3.1
2018-05-14T00:00:00,1.7,NaN,1.93,2.09,2.28,2.55,2.7,2.85,2.96,3,3.06,3.13,3.13
2018-05-15T00:00:00,1.69,NaN,1.92,2.09,2.31,2.58,2.75,2.92,3.04,3.08,3.14,3.2,3.2
2018-05-16T00:00:00,1.69,NaN,1.92,2.09,2.32,2.58,2.76,2.94,3.05,3.09,3.16,3.21,3.21
2018-05-17T00:00:00,1.7,NaN,1.92,2.1,2.32,2.57,2.75,2.94,3.07,3.11,3.19,3.25,3.25
2018-05-18T00:00:00,1.68,NaN,1.91,2.09,2.32,2.55,2.71,2.9,3.02,3.06,3.14,3.2,3.2
2018-05-21T00:00:00,1.71,NaN,1.93,2.14,2.35,2.58,2.73,2.9,3.02,3.06,3.13,3.2,3.2
2018-05-22T00:00:00,1.73,NaN,1.93,2.13,2.34,2.59,2.73,2.9,3.02,3.06,3.14,3.21,3.21
2018-05-23T00:00:00,1.76,NaN,1.92,2.11,2.29,2.53,2.67,2.83,2.95,3.01,3.09,3.17,3.17
2018-05-24T00:00:00,1.74,NaN,1.91,2.09,2.28,2.5,2.65,2.82,2.93,2.98,3.06,3.13,3.13
2018-05-25T00:00:00,1.7,NaN,1.9,2.07,2.27,2.48,2.6,2.76,2.88,2.93,3.01,3.09,3.09
2018-05-29T00:00:00,1.77,NaN,1.93,2.06,2.17,2.32,2.43,2.58,2.71,2.77,2.87,2.96,2.96
2018-05-30T00:00:00,1.77,NaN,1.94,2.08,2.23,2.42,2.53,2.67,2.79,2.84,2.93,3.01,3.01
2018-05-31T00:00:00,1.76,NaN,1.93,2.08,2.23,2.4,2.54,2.68,2.78,2.83,2.91,3,3
2018-06-01T00:00:00,1.74,NaN,1.92,2.1,2.28,2.47,2.61,2.74,2.85,2.89,2.96,3.04,3.04
2018-06-04T00:00:00,1.77,NaN,1.94,2.13,2.3,2.52,2.64,2.78,2.89,2.94,3,3.08,3.08
2018-06-05T00:00:00,1.82,NaN,1.94,2.13,2.32,2.49,2.62,2.76,2.87,2.92,2.99,3.07,3.07
2018-06-06T00:00:00,1.81,NaN,1.95,2.13,2.32,2.52,2.65,2.81,2.93,2.97,3.05,3.13,3.13
2018-06-07T00:00:00,1.78,NaN,1.94,2.12,2.31,2.5,2.63,2.77,2.88,2.93,3,3.08,3.08
2018-06-08T00:00:00,1.78,NaN,1.93,2.12,2.3,2.5,2.63,2.77,2.88,2.93,3,3.08,3.08
2018-06-11T00:00:00,1.82,NaN,1.94,2.11,2.32,2.52,2.66,2.8,2.91,2.96,3.02,3.1,3.1
2018-06-12T00:00:00,1.81,NaN,1.92,2.1,2.31,2.54,2.67,2.81,2.91,2.96,3.02,3.09,3.09
2018-06-13T00:00:00,1.82,NaN,1.94,2.09,2.35,2.59,2.71,2.85,2.95,2.98,3.04,3.1,3.1
2018-06-14T00:00:00,1.81,NaN,1.94,2.07,2.35,2.59,2.69,2.81,2.9,2.94,2.99,3.05,3.05
2018-06-15T00:00:00,1.82,NaN,1.94,2.07,2.35,2.55,2.68,2.81,2.89,2.93,2.98,3.05,3.05
2018-06-18T00:00:00,1.84,NaN,1.94,2.13,2.35,2.56,2.67,2.8,2.89,2.92,2.98,3.05,3.05
2018-06-19T00:00:00,1.85,NaN,1.94,2.13,2.34,2.54,2.64,2.77,2.84,2.89,2.95,3.02,3.02
2018-06-20T00:00:00,1.85,NaN,1.94,2.14,2.36,2.56,2.67,2.8,2.89,2.93,2.99,3.06,3.06
2018-06-21T00:00:00,1.85,NaN,1.94,2.12,2.34,2.56,2.65,2.77,2.86,2.9,2.97,3.04,3.04
2018-06-22T00:00:00,1.83,NaN,1.93,2.11,2.33,2.56,2.65,2.77,2.86,2.9,2.97,3.04,3.04
2018-06-25T00:00:00,1.8,NaN,1.93,2.13,2.34,2.54,2.63,2.75,2.83,2.87,2.95,3.02,3.02
2018-06-26T00:00:00,1.79,NaN,1.93,2.14,2.33,2.53,2.63,2.75,2.84,2.88,2.95,3.03,3.03
2018-06-27T00:00:00,1.79,NaN,1.93,2.1,2.33,2.52,2.59,2.71,2.79,2.83,2.9,2.97,2.97
2018-06-28T00:00:00,1.76,NaN,1.93,2.11,2.33,2.52,2.6,2.73,2.81,2.84,2.91,2.97,2.97
2018-06-29T00:00:00,1.77,NaN,1.93,2.11,2.33,2.52,2.63,2.73,2.81,2.85,2.91,2.98,2.98
2018-07-02T00:00:00,1.9,NaN,1.98,2.14,2.34,2.57,2.65,2.75,2.83,2.87,2.92,2.99,2.99
2018-07-03T00:00:00,1.91,NaN,1.98,2.12,2.33,2.53,2.63,2.72,2.79,2.83,2.89,2.96,2.96
2018-07-05T00:00:00,1.87,NaN,1.96,2.11,2.32,2.55,2.65,2.74,2.8,2.84,2.88,2.95,2.95
2018-07-06T00:00:00,1.86,NaN,1.97,2.13,2.34,2.53,2.64,2.71,2.78,2.82,2.87,2.94,2.94
2018-07-09T00:00:00,1.87,NaN,1.98,2.15,2.34,2.57,2.66,2.75,2.82,2.86,2.9,2.96,2.96
2018-07-10T00:00:00,1.88,NaN,1.99,2.15,2.36,2.59,2.69,2.77,2.83,2.87,2.91,2.97,2.97
2018-07-11T00:00:00,1.89,NaN,1.97,2.14,2.36,2.58,2.67,2.74,2.82,2.85,2.89,2.95,2.95
2018-07-12T00:00:00,1.89,NaN,1.98,2.17,2.39,2.6,2.68,2.75,2.83,2.85,2.89,2.95,2.95
2018-07-13T00:00:00,1.87,NaN,1.98,2.16,2.37,2.59,2.66,2.73,2.8,2.83,2.87,2.94,2.94
2018-07-16T00:00:00,1.9,NaN,2.01,2.19,2.39,2.59,2.67,2.75,2.82,2.85,2.9,2.96,2.96
2018-07-17T00:00:00,1.93,NaN,2.02,2.19,2.39,2.62,2.69,2.76,2.83,2.86,2.91,2.97,2.97
2018-07-18T00:00:00,1.9,NaN,2,2.17,2.43,2.6,2.69,2.77,2.84,2.88,2.93,2.99,2.99
2018-07-19T00:00:00,1.89,NaN,2,2.16,2.4,2.6,2.67,2.74,2.81,2.84,2.9,2.96,2.96
2018-07-20T00:00:00,1.86,NaN,1.99,2.16,2.41,2.6,2.68,2.77,2.85,2.89,2.96,3.03,3.03
2018-07-23T00:00:00,1.88,NaN,1.99,2.19,2.42,2.64,2.72,2.83,2.92,2.96,3.04,3.1,3.1
2018-07-24T00:00:00,1.92,NaN,2.02,2.19,2.42,2.63,2.74,2.83,2.91,2.95,3.02,3.08,3.08
2018-07-25T00:00:00,1.9,NaN,2.01,2.2,2.42,2.66,2.74,2.82,2.9,2.94,3,3.06,3.06
2018-07-26T00:00:00,1.89,NaN,1.99,2.19,2.41,2.69,2.78,2.86,2.95,2.98,3.05,3.1,3.1
2018-07-27T00:00:00,1.9,NaN,2,2.2,2.43,2.67,2.76,2.84,2.92,2.96,3.03,3.09,3.09
2018-07-30T00:00:00,1.91,NaN,2.04,2.21,2.43,2.66,2.77,2.85,2.94,2.98,3.05,3.11,3.11
2018-07-31T00:00:00,1.94,NaN,2.03,2.21,2.44,2.67,2.77,2.85,2.92,2.96,3.03,3.08,3.08
2018-08-01T00:00:00,1.93,NaN,2.03,2.22,2.45,2.67,2.78,2.87,2.96,3,3.07,3.13,3.13
2018-08-02T00:00:00,1.89,NaN,2.02,2.22,2.45,2.66,2.76,2.85,2.93,2.98,3.06,3.12,3.12
2018-08-03T00:00:00,1.9,NaN,2.01,2.23,2.43,2.63,2.74,2.82,2.91,2.95,3.03,3.09,3.09
2018-08-06T00:00:00,1.92,NaN,2.05,2.23,2.44,2.64,2.73,2.8,2.89,2.94,3.02,3.08,3.08
2018-08-07T00:00:00,1.96,NaN,2.06,2.23,2.45,2.68,2.76,2.84,2.92,2.98,3.06,3.12,3.12
2018-08-08T00:00:00,1.93,NaN,2.06,2.24,2.44,2.68,2.77,2.83,2.92,2.96,3.05,3.12,3.12
2018-08-09T00:00:00,1.91,NaN,2.06,2.25,2.44,2.64,2.74,2.8,2.89,2.93,3.01,3.08,3.08
2018-08-10T00:00:00,1.92,NaN,2.05,2.23,2.42,2.61,2.68,2.75,2.82,2.87,2.96,3.03,3.03
2018-08-13T00:00:00,1.93,NaN,2.06,2.22,2.42,2.61,2.68,2.75,2.82,2.88,2.97,3.05,3.05
2018-08-14T00:00:00,1.96,NaN,2.08,2.25,2.44,2.63,2.71,2.77,2.84,2.89,2.98,3.06,3.06
2018-08-15T00:00:00,1.96,NaN,2.07,2.23,2.45,2.61,2.68,2.73,2.81,2.86,2.95,3.03,3.03
2018-08-16T00:00:00,1.96,NaN,2.07,2.24,2.45,2.63,2.7,2.75,2.82,2.87,2.95,3.03,3.03
2018-08-17T00:00:00,1.95,NaN,2.05,2.24,2.44,2.61,2.68,2.75,2.82,2.87,2.95,3.03,3.03
2018-08-20T00:00:00,1.93,NaN,2.06,2.25,2.43,2.6,2.65,2.7,2.77,2.82,2.91,2.99,2.99
2018-08-21T00:00:00,1.94,NaN,2.08,2.25,2.45,2.61,2.67,2.73,2.8,2.85,2.93,3,3
2018-08-22T00:00:00,1.95,NaN,2.09,2.24,2.43,2.6,2.65,2.7,2.77,2.82,2.91,2.99,2.99
2018-08-23T00:00:00,1.94,NaN,2.08,2.23,2.43,2.61,2.66,2.72,2.78,2.82,2.9,2.97,2.97
2018-08-24T00:00:00,1.95,NaN,2.09,2.25,2.44,2.63,2.68,2.72,2.78,2.82,2.89,2.97,2.97
2018-08-27T00:00:00,1.96,NaN,2.12,2.25,2.47,2.67,2.7,2.74,2.81,2.85,2.92,3,3
2018-08-28T00:00:00,1.96,NaN,2.13,2.28,2.47,2.67,2.73,2.77,2.84,2.88,2.96,3.03,3.03
2018-08-29T00:00:00,1.97,NaN,2.13,2.28,2.48,2.67,2.75,2.78,2.85,2.89,2.96,3.02,3.02
2018-08-30T00:00:00,1.97,NaN,2.11,2.28,2.47,2.64,2.72,2.75,2.82,2.86,2.93,3,3
2018-08-31T00:00:00,1.95,NaN,2.11,2.28,2.46,2.62,2.7,2.74,2.81,2.86,2.95,3.02,3.02
2018-09-04T00:00:00,2,NaN,2.13,2.29,2.49,2.66,2.73,2.78,2.85,2.9,2.99,3.07,3.07
2018-09-05T00:00:00,2,NaN,2.14,2.3,2.49,2.66,2.72,2.77,2.85,2.9,3,3.08,3.08
2018-09-06T00:00:00,1.98,NaN,2.13,2.3,2.5,2.64,2.71,2.76,2.83,2.88,2.98,3.06,3.06
2018-09-07T00:00:00,1.98,NaN,2.14,2.3,2.53,2.71,2.78,2.82,2.89,2.94,3.03,3.11,3.11
2018-09-10T00:00:00,1.98,NaN,2.14,2.32,2.54,2.73,2.78,2.83,2.89,2.94,3.02,3.09,3.09
2018-09-11T00:00:00,2.02,NaN,2.15,2.31,2.55,2.76,2.83,2.87,2.94,2.98,3.06,3.13,3.13
2018-09-12T00:00:00,2.01,NaN,2.16,2.33,2.56,2.74,2.82,2.87,2.93,2.97,3.04,3.11,3.11
2018-09-13T00:00:00,2.01,NaN,2.15,2.33,2.55,2.76,2.83,2.87,2.93,2.97,3.04,3.11,3.11
2018-09-14T00:00:00,2.02,NaN,2.16,2.33,2.56,2.78,2.85,2.9,2.96,2.99,3.07,3.13,3.13
2018-09-17T00:00:00,2.02,NaN,2.16,2.35,2.57,2.78,2.85,2.89,2.96,2.99,3.07,3.13,3.13
2018-09-18T00:00:00,2.05,NaN,2.17,2.36,2.58,2.81,2.88,2.94,3.01,3.05,3.14,3.2,3.2
2018-09-19T00:00:00,2.03,NaN,2.16,2.36,2.58,2.81,2.89,2.96,3.04,3.08,3.16,3.23,3.23
2018-09-20T00:00:00,2.03,NaN,2.17,2.37,2.58,2.81,2.89,2.96,3.03,3.07,3.15,3.21,3.21
2018-09-21T00:00:00,2.05,NaN,2.18,2.38,2.58,2.81,2.89,2.95,3.03,3.07,3.14,3.2,3.2
2018-09-24T00:00:00,2.07,NaN,2.22,2.38,2.6,2.83,2.89,2.96,3.04,3.08,3.15,3.21,3.21
2018-09-25T00:00:00,2.12,NaN,2.21,2.38,2.59,2.83,2.91,2.99,3.06,3.1,3.17,3.23,3.23
2018-09-26T00:00:00,2.11,NaN,2.2,2.37,2.58,2.83,2.89,2.96,3.02,3.06,3.14,3.19,3.19
2018-09-27T00:00:00,2.1,NaN,2.18,2.37,2.58,2.83,2.89,2.96,3.02,3.06,3.13,3.19,3.19
2018-09-28T00:00:00,2.12,NaN,2.19,2.36,2.59,2.81,2.88,2.94,3.01,3.05,3.13,3.19,3.19
2018-10-01T00:00:00,2.13,NaN,2.23,2.4,2.6,2.82,2.9,2.96,3.04,3.09,3.18,3.24,3.24
2018-10-02T00:00:00,2.14,NaN,2.23,2.41,2.61,2.82,2.88,2.94,3.01,3.05,3.14,3.2,3.2
2018-10-03T00:00:00,2.15,NaN,2.23,2.41,2.62,2.85,2.94,3.02,3.1,3.15,3.24,3.3,3.3
2018-10-04T00:00:00,2.16,NaN,2.22,2.42,2.63,2.87,2.97,3.05,3.14,3.19,3.29,3.35,3.35
2018-10-05T00:00:00,2.15,NaN,2.23,2.41,2.64,2.88,2.99,3.07,3.18,3.23,3.34,3.4,3.4
2018-10-09T00:00:00,2.17,NaN,2.25,2.46,2.65,2.88,2.98,3.05,3.15,3.21,3.3,3.37,3.37
2018-10-10T00:00:00,2.18,NaN,2.27,2.45,2.67,2.88,2.97,3.05,3.15,3.22,3.33,3.39,3.39
2018-10-11T00:00:00,2.14,NaN,2.27,2.44,2.66,2.85,2.94,3,3.09,3.14,3.25,3.32,3.32
2018-10-12T00:00:00,2.14,NaN,2.28,2.44,2.66,2.85,2.93,3,3.09,3.15,3.25,3.32,3.32
2018-10-15T00:00:00,2.17,NaN,2.31,2.47,2.67,2.85,2.94,3.01,3.1,3.16,3.27,3.34,3.34
2018-10-16T00:00:00,2.19,2.22,2.3,2.46,2.66,2.87,2.95,3.02,3.1,3.16,3.26,3.32,3.32
2018-10-17T00:00:00,2.2,2.23,2.31,2.47,2.66,2.89,2.97,3.04,3.13,3.19,3.29,3.35,3.35
2018-10-18T00:00:00,2.19,2.23,2.32,2.47,2.67,2.87,2.95,3.03,3.11,3.17,3.28,3.36,3.36
2018-10-19T00:00:00,2.19,2.23,2.31,2.48,2.67,2.92,2.99,3.05,3.14,3.2,3.31,3.38,3.38
2018-10-22T00:00:00,2.18,2.25,2.34,2.49,2.68,2.92,2.99,3.05,3.13,3.2,3.31,3.38,3.38
2018-10-23T00:00:00,2.21,2.23,2.33,2.48,2.67,2.89,2.95,3.01,3.1,3.17,3.29,3.37,3.37
2018-10-24T00:00:00,2.2,2.23,2.34,2.47,2.64,2.84,2.89,2.94,3.02,3.1,3.24,3.33,3.33
2018-10-25T00:00:00,2.19,2.24,2.34,2.47,2.66,2.86,2.92,2.98,3.07,3.14,3.27,3.35,3.35
2018-10-26T00:00:00,2.16,2.21,2.33,2.47,2.63,2.81,2.85,2.91,3,3.08,3.23,3.32,3.32
2018-10-29T00:00:00,2.17,2.21,2.34,2.49,2.64,2.81,2.86,2.91,3,3.08,3.23,3.33,3.33
2018-10-30T00:00:00,2.21,2.26,2.33,2.48,2.66,2.84,2.9,2.94,3.03,3.12,3.26,3.36,3.36
2018-10-31T00:00:00,2.2,2.26,2.34,2.49,2.69,2.87,2.93,2.98,3.07,3.15,3.3,3.39,3.39
2018-11-01T00:00:00,2.21,2.28,2.32,2.49,2.67,2.84,2.91,2.96,3.06,3.14,3.29,3.38,3.38
2018-11-02T00:00:00,2.19,2.28,2.33,2.5,2.7,2.91,2.98,3.04,3.13,3.22,3.37,3.46,3.46
